1130	0.6	4.7	1.4	0.4	3.5	3.5	4.5	0.7	1.0	3.4
1140	1.9	0.8	1.4	1.1	1.9	1.0	0.7	0.8	0.7	0.5
1150	0.6	0.6	2.0	0.9	2.2	0.8	1.9	1.6	1.6	0.6
1160	1.0	3.3	2.4	4.8	1.0	0.8	1.7	0.4	1.1	0.7
1170	0.9	2.7	0.4	2.4	1.4	2.0	0.9	1.1	1.5	1.3
1180	1.7	0.7	1.1	0.9	0.6	1.2	0.7	1.2	1.3	1.4
1190	0.9	1.1	3.5	1.8	0.6	1.3	2.7	1.3	1.0	0.5
1200	2.3	0.4	1.7	3.8	0.7	0.5	0.7	0.6	1.2	0.5
1210	2.7	2.1	0.7	0.9	0.4	1.1	0.6	0.6	1.6	0.9
1220	2.2	1.1	1.0	1.6	3.2	2.2	0.6	1.0	1.3	0.7
1230	0.8	0.9	2.6	0.5	0.8	1.1	0.9	1.2	0.6	3.2
1240	1.4	0.8	0.7	1.2	0.7	2.8	1.0	0.8	2.0	0.8
1250	2.2	0.7	0.4	2.6	1.0	1.8	1.2	0.5	0.4	0.7
1260	1.0	0.6	1.4	0.9	1.1	0.7	1.3	3.2	1.0	0.9
1270	2.5	0.7	0.9	1.1	0.8	1.1	0.5	0.9	4.1	2.5
1280	1.6	0.7	0.4	0.7	0.6	2.6	1.5	0.7	2.4	0.8
1290	2.9	0.8	2.2	1.1	0.6	1.2	1.2	0.5	1.8	0.9
1300	0.4	1.2	0.7	0.8	0.7	1.6	0.7	0.4	14.9	0.4
1310	1.2	4.0	0.8	0.8	0.3	1.1	2.6	1.1	0.8	0.8
1320	0.5	1.5	1.4	1.1	1.1	0.7	3.9	2.9	0.9	0.9
1330	0.5	0.7	0.7	0.5	1.5	0.9	3.1	0.6	1.0	0.4
1340	0.7	1.7	0.6	1.2	0.4	0.7	0.9	0.8	0.6	1.2
1350	0.9	1.4	0.6	1.1	3.7	0.9	1.5	1.6	0.6	1.4
1360	0.6	2.5	0.9	1.2	1.1	1.5	0.9	0.6	0.7	3.1
1370	0.6	0.4	0.6	1.2	1.2	2.4	0.9	0.4	1.2	0.5
1380	1.0	1.2	1.3	1.1	0.9	0.7	1.0	0.4	0.7	3.0
1390	1.0	0.5	0.5	3.0	1.6	3.0	2.3	1.8	0.9	1.2
1400	1.1	3.5	1.5	1.0	1.1	1.0	1.0	1.4	0.9	1.8
1410	0.8	0.4	0.7	1.2	3.2	2.6	1.0	0.8	0.4	0.5
1420	1.6	1.1	0.4	0.8	0.6	2.6	1.4	0.7	3.3	1.6
1430	2.4	0.8	1.2	0.7	3.7	0.9	3.3	0.6	0.4	0.7
1440	3.7	0.9	0.5	1.2	0.9	1.0	0.8	1.6	0.8	0.5
1450	0.5	0.4	0.7	1.4	1.1	14.5	0.6	0.6	2.8	2.4
1460	0.7	2.9	0.9	2.3	2.0	0.6	0.8	0.8	1.1	0.6
1470	0.6	0.7	0.5	0.9	0.4	1.2	3.0	22.8	0.9	1.7
1480	1.1	2.0	0.9	1.6	0.4	1.0	0.8	3.6	0.8	1.7
1490	1.3	1.0	1.7	2.4	0.8	4.0	0.9	0.5	0.8	2.6
1500	0.6	1.3	0.8	0.9	1.1	2.8	1.7	1.3	0.7	0.7
1510	0.7	1.5	1.0	1.3	0.8	0.8	2.8	1.1	1.4	0.8
1520	1.1	0.8	0.4	1.1	0.7	0.8	1.0	0.4	0.6	1.3
1530	0.4	3.7	1.9	0.5	0.8	2.9	1.1	1.1	1.5	0.4
1540	1.4	0.9	3.9	0.7	1.0	1.6	0.9	1.7	0.4	4.0
1550	2.4	1.1	0.4	1.0	16.0	3.2	0.7	0.5	0.8	1.6
1560	1.0	3.0	2.9	3.2	0.4	0.7	0.6	0.7	0.5	1.3
1570	1.2	1.4	2.6	0.4	2.1	0.4	1.0	1.3	0.9	2.3
1580	0.6	0.6	0.5	1.0	0.3	0.5	1.6	1.8	0.9	0.7
1590	1.1	2.6	0.5	1.3	0.5	1.0	4.9	0.9	4.4	3.7
1600	0.9	0.8	0.6	1.4	0.8	0.9	1.0	0.7	1.0	0.7
1610	3.6	0.6	0.6	1.0	1.7	13.5	1.7	3.5	4.8	2.7
1620	3.4	1.4	0.5	1.7	1.1	1.4	1.6	1.5	0.6	1.1
1630	1.8	1.9	7.3	2.3	1.3	0.8	2.3	0.7	1.5	4.2
1640	2.1	0.9	2.5	2.4	4.7	2.8	0.6	1.5	5.6	1.9
1650	3.7	1.2	1.5	3.3	0.5	1.6	0.5	4.3	1.1	2.2
1660	2.6	1.0	1.0	2.1	2.3	1.1	1.0	1.5	2.6	2.0
1670	7.3	2.8	3.0	3.5	1.0	0.7	0.4	0.7	2.2	7.8
1680	2.1	0.4	1.1	1.1	3.2	0.8	1.6	3.7	0.5	5.1
1690	1.6	1.0	0.9	1.0	3.5	4.0	1.0	0.5	0.9	0.9
1700	1.0	1.5	0.8	1.1	2.1	0.6	1.4	1.5	0.5	0.4
1710	0.9	2.1	0.9	0.7	0.8	1.7	0.5	1.4	0.6	0.9
1720	1.5	1.8	0.7	0.5	5.3	1.8	2.4	0.7	1.1	0.5
1730	2.6	2.7	2.8	3.0	0.8	0.6	1.5	0.5	0.9	4.7
1740	10.0	0.6	2.2	1.4	0.8	0.7	6.7	8.9	11.4	4.6
1750	5.0	8.6	1.8	1.6	0.8	0.9	0.8	0.5	5.2	1.0
1760	2.7	2.1	3.8	1.2	0.4	0.6	0.6	0.4	4.9	1.1
1770	0.9	3.0	1.8	2.5	0.7	0.6	1.3	0.5	0.8	3.4
1780	0.7	4.1	0.4	0.6	1.2	1.2	1.6	1.3	5.5	0.8
1790	2.7	3.4	0.6	1.5	0.7	1.6	0.7	0.7	9.1	1.6
1800	3.3	1.1	0.7	2.0	0.5	0.7	1.9	3.1	1.4	1.7
1810	2.6	4.6	1.2	1.1	0.5	1.2	0.6	0.5	1.9	2.6
1820	1.0	3.1	7.1	1.2	0.7	1.3	0.4	1.3	0.4	1.2
1830	1.4	0.6	4.9	0.9	1.0	0.7	2.2	1.1	3.0	1.1
1840	1.5	5.3	4.7	0.9	7.1	1.7	3.2	6.1	2.4	12.1
1850	13.0	8.0	1.6	1.4	0.7	3.1	1.3	3.3	1.4	2.3
1860	2.2	1.4	1.8	2.5	2.0	1.7	4.9	7.0	1.2	1.6
1870	3.4	1.6	1.5	2.6	18.9	0.6	1.5	2.5	0.5	0.9
1880	3.8	0.7	0.4	1.0	0.6	3.1	0.7	3.4	0.6	0.8
1890	1.2	0.7	1.6	2.1	0.7	0.6	0.6	2.0	1.1	0.6
1900	0.7	1.2	4.8	2.5	0.7	1.1	0.7	0.7	1.7	0.4
1910	0.9	3.0	0.6	21.9	1.8	0.6	1.2	1.0	0.9	1.8
1920	1.6	0.9	0.6	1.2	0.5	5.4	0.9	0.6	0.7	0.6
1930	1.4	0.9	1.0	0.9	0.9	1.4	0.4	0.5	0.5	0.7
1940	2.2	1.6	1.0	0.6	0.8	2.2	0.7	1.7	0.7	0.4
1950	0.8	1.2	0.5	0.7	0.9	0.6	4.1	2.7	2.5	1.9
1960	1.0	0.5	16.3	0.8	0.7	1.0	0.5	1.2	0.8	0.4
1970	1.0	2.5	3.4	0.8	0.7	1.0	0.9	0.8	0.4	3.7
1980	0.7	0.9	0.5	0.6	2.3	0.7	0.4	0.9	0.7	0.9
1990	0.4	1.0	1.1	0.6	1.4	0.7	1.0	0.5	0.9	0.7
2000	1.1	0.4	2.6	0.4	0.9	1.5	1.1	1.9	1.0	0.7
2010	1.5	0.8	1.1	3.5	1.7	0.7	2.4	1.0	1.9	1.1
2020	3.1	1.0	2.9	3.8	2.8	1.7	0.7	0.7	1.5	0.7
2030	1.6	0.7	0.8	0.7	3.0	0.5	1.4	0.7	0.8	1.0
2040	0.7	1.3	1.3	1.0	0.9	2.4	0.5	1.1	1.0	1.9
2050	0.9	0.6	0.8	0.7	1.0	0.7	2.9	0.4	0.6	0.5
2060	2.4	0.6	1.1	1.0	0.4	0.4	1.4	2.0	1.7	1.1
2070	1.6	1.6	0.4	1.1	1.2	1.0	1.7	0.9	1.1	3.5
2080	1.0	1.1	1.4	0.9	1.1	0.7	1.6	2.1	0.7	0.8
2090	0.6	0.4	2.0	0.9	0.5	0.5	1.1	0.4	2.3	0.5
2100	0.7	0.6	1.4	1.1	0.6	0.7	0.7	0.7	2.5	0.5
2110	2.1	1.7	0.9	0.7	1.5	0.3	1.6	0.9	0.8	1.0
2120	1.1	0.8	0.5	1.4	0.6	2.5	0.7	0.7	0.5	1.7
2130	1.3	3.5	2.4	1.7	1.7	0.7	0.6	0.5	3.8	1.5
2140	0.6	3.0	2.7	0.8	0.4	2.5	2.4	0.4	3.0	3.0
2150	0.9	1.1	0.6	0.5	0.7	2.6	0.6	1.0	4.0	0.9
2160	3.2	0.6	1.9	0.4	0.6	0.7	1.0	1.8	1.8	0.6
2170	1.2	1.3	1.2	1.1	1.6	1.2	1.3	2.8	0.8	1.7
2180	2.1	2.3	1.6	0.9	0.6	1.5	1.1	0.5	0.7	2.1
2190	3.1	0.7	1.2	0.7	0.7	3.4	1.2	1.0	1.2	1.0
2200	3.5	4.2	0.6	1.3	1.1	1.1	0.4	0.7	0.8	1.2
2210	1.7	1.0	0.6	1.5	0.5	0.5	0.9	1.6	2.4	3.4
2220	1.2	0.9	0.6	1.1	0.9	2.3	0.9	0.5	3.8	0.5
2230	0.9	1.0	1.2	1.0	3.7	3.5	1.0	15.3	0.6	0.6
2240	0.8	0.7	2.5	3.8	1.6	1.2	2.0	0.8	1.2	0.9
2250	0.6	0.6	1.2	1.0	3.0	1.2	1.4	0.7	2.7	0.6
2260	0.6	1.6	15.9	0.4	1.0	0.7	1.2	1.5	0.7	0.8
2270	1.0	0.8	0.4	0.8	2.0	1.0	0.8	0.9	2.3	1.1
2280	0.8	19.5	0.6	0.5	1.4	15.6	21.5	2.1	2.5	1.0
2290	0.7	2.0	1.1	1.1	0.6	0.9	2.4	0.4	0.9	0.4
2300	1.1	20.0	1.7	0.4	2.2	1.1	3.0	1.6	3.8	1.2
2310	2.6	1.0	1.0	1.0	0.5	1.8	1.6	1.6	0.9	0.4
2320	1.7	0.8	0.9	0.5	0.6	1.4	3.5	1.6	1.0	15.0
2330	0.5	0.6	3.6	0.6	3.2	0.9	0.4	1.1	1.5	1.5
2340	0.6	1.0	1.0	0.6	1.1	0.6	1.9	1.1	0.9	0.8
2350	0.9	0.9	1.3	0.8	3.0	1.0	0.7	3.2	0.6	1.5
2360	1.1	2.8	1.1	2.3	1.1	0.9	1.1	1.9	2.9	2.4
2370	0.7	3.5	2.5	0.7	0.9	0.9	0.7	3.5	0.6	0.7
2380	0.4	0.6	2.1	1.9	1.1	0.6	0.4	1.0	0.5	0.5
2390	0.6	2.3	0.8	3.6	0.7	0.5	0.5	1.6	2.9	1.6
2400	2.9	0.5	0.8	0.5	0.6	0.4	2.2	1.3	2.3	1.6
2410	0.9	0.6	0.8	2.3	0.7	1.5	0.4	0.5	0.6	2.1
2420	1.6	0.5	0.9	0.5	0.9	1.4	2.8	0.6	1.5	0.7
2430	1.6	3.3	1.1	2.3	0.5	0.3	1.1	3.3	0.6	0.6
2440	0.8	0.8	0.8	3.0	1.9	1.1	2.3	3.6	2.3	1.6
2450	0.9	1.5	0.7	1.0	2.9	0.3	0.5	0.5	1.0	0.5
2460	0.8	1.1	1.6	0.8	1.1	1.1	0.9	1.2	0.6	1.3
2470	0.5	1.2	1.2	1.0	0.7	1.1	0.7	1.0	0.7	0.6
2480	0.7	0.6	0.8	1.3	0.9	0.8	2.5	0.9	3.6	1.2
2490	1.0	1.7	0.5	0.5	0.6	0.5	1.7	0.8	1.5	0.5
2500	0.5	1.1	2.8	0.9	0.5	0.7	2.7	0.9	0.7	0.5
2510	0.4	19.4	2.5	3.0	0.4	0.6	1.1	0.5	0.5	3.1
2520	0.5	3.0	1.8	3.0	0.6	1.0	1.5	0.9	0.6	0.7
2530	3.1	0.6	0.9	0.9	3.0	1.7	1.0	1.1	0.6	1.0
2540	0.8	0.4	0.4	1.6	2.6	0.7	0.6	0.4	3.0	0.8
2550	0.9	1.0	0.9	1.1	1.6	1.1	1.5	1.6	2.1	0.4
2560	1.1	0.6	0.6	1.5	0.9	2.0	1.6	3.7	0.9	1.5
2570	0.6	1.6	0.9	1.2	1.0	0.8	1.2	0.9	1.8	1.9
2580	3.0	1.7	1.1	1.0	2.3	2.3	1.2	0.9	1.4	0.6
2590	3.0	2.4	3.0	0.4	1.6	0.6	1.0	3.7	1.1	0.4
2600	0.5	0.6	1.4	0.6	3.0	1.2	0.4	2.0	0.7	2.6
2610	1.9	1.3	0.9	2.0	0.8	2.7	0.6	1.0	1.1	0.9
2620	2.6	0.9	1.5	1.2	3.6	3.2	0.9	0.4	2.0	0.7
2630	0.6	1.1	2.4	0.6	0.5	0.4	0.7	0.9	0.7	1.1
2640	0.6	1.5	1.6	2.5	0.5	0.5	0.6	0.5	2.9	1.1
2650	1.4	1.0	0.8	0.6	0.9	1.7	0.6	1.2	3.7	3.6
2660	1.2	1.1	0.9	0.6	1.2	1.1	1.7	1.4	3.7	3.2
2670	0.7	1.1	1.2	3.5	1.2	4.7	2.7	2.2	1.2	2.7
2680	1.0	13.8	2.1	1.1	0.7	2.3	1.5	2.3	1.5	1.7
2690	0.5	0.4	4.1	0.6	1.0	0.5	2.9	0.5	3.1	2.6
2700	0.7	1.1	0.5	1.2	14.9	0.5	1.2	0.9	0.6	1.7
2710	1.2	0.7	1.1	1.1	0.7	1.7	2.3	0.7	0.6	0.4
2720	3.2	0.6	1.4	1.5	0.8	1.7	0.5	1.6	1.0	1.1
2730	1.3	0.6	3.0	1.5	0.8	2.8	0.5	2.8	0.6	1.6
2740	1.0	0.4	0.4	3.7	3.2	1.4	1.5	3.2	3.0	1.6
2750	0.7	0.8	2.5	0.6	1.1	0.6	1.5	1.6	0.8	1.0
2760	3.3	0.7	1.1	1.2	1.0	2.9	1.5	1.1	1.0	1.6
2770	0.6	0.4	1.0	0.4	0.8	0.5	1.1	1.0	1.1	0.7
2780	1.4	0.7	2.1	0.8	0.7	0.5	0.4	1.0	1.5	0.6
2790	1.7	0.5	1.1	4.0	0.4	0.7	1.4	0.7	0.4	0.9
2800	0.7	1.1	1.5	0.4	0.5	0.9	1.3	3.6	0.9	0.8
2810	3.3	0.6	0.8	3.6	1.2	1.3	1.0	3.0	0.5	0.9
2820	0.4	3.0	0.5	2.4	0.4	0.8	0.7	2.0	1.1	0.6
2830	1.7	0.7	0.6	1.2	0.5	2.1	0.6	1.0	0.5	0.7
2840	0.6	0.4	0.4	0.6	0.6	0.9	3.7	1.9	0.8	0.5
2850	0.4	2.4	0.9	0.5	1.2	0.6	3.2	0.5	0.4	0.5
2860	0.5	1.0	1.0	3.3	0.7	0.4	0.5	23.4	3.2	0.7
2870	0.8	0.7	0.6	0.7	0.5	1.2	1.2	1.1	3.0	0.4
2880	0.7	0.4	1.7	0.8	1.1	2.4	2.1	1.6	19.9	0.4
2890	1.4	0.6	0.9	1.6	0.6	0.5	0.8	1.6	2.9	0.8
2900	3.1	2.4	0.6	1.2	1.3	0.7	0.9	0.5	0.9	3.5
2910	0.7	0.6	1.4	0.4	1.7	0.7	0.6	0.3	0.4	1.2
2920	1.0	1.5	1.7	1.8	2.9	2.9	0.6	0.5	0.7	1.1
2930	2.3	0.4	1.5	3.1	1.2	1.6	0.7	0.6	0.6	1.1
2940	2.2	2.6	1.1	1.7	3.4	1.5	1.1	1.7	1.0	0.8
2950	1.2	1.0	1.1	0.8	2.1	0.4	0.5	0.5	0.7	0.6
2960	0.6	0.8	0.6	1.6	0.5	0.6	0.5	1.7	3.0	1.0
2970	1.6	0.4	2.9	0.9	0.7	1.2	1.0	0.7	0.9	0.6
2980	2.8	2.4	3.1	1.2	1.1	2.7	1.5	0.7	0.6	1.1
2990	0.6	1.1	3.0	1.2	3.4	0.7	0.4	0.7	1.6	1.1
3000	0.7	0.5	1.1	0.8	0.9	1.1	1.0	1.0	0.4	0.5
3010	1.6	1.2	0.7	0.8	1.7	0.4	1.0	1.5	0.6	0.7
3020	0.8	0.7	0.8	0.6	1.4	1.3	1.5	0.7	0.4	3.0
3030	1.2	1.5	1.2	1.1	3.0	3.3	1.1	3.7	0.4	1.7
3040	1.0	1.4	0.8	1.1	1.3	2.0	0.7	1.9	1.5	1.7
3050	1.0	2.0	1.1	0.6	1.7	1.3	2.1	3.0	4.7	1.3
3060	0.8	0.5	1.3	0.6	0.8	1.7	0.6	3.9	1.3	0.8
3070	0.7	2.7	0.9	1.6	2.5	1.6	3.2	1.0	1.2	1.4
3080	1.0	0.9	1.5	1.2	1.6	13.9	2.6	1.5	2.4	0.7
3090	0.7	2.1	1.1	0.7	0.9	3.7	0.7	0.5	2.5	0.8
3100	2.2	1.0	1.1	0.7	2.2	0.8	0.8	0.6	0.7	2.8
3110	0.7	1.6	2.3	1.8	0.9	1.8	0.7	0.5	2.4	0.6
3120	2.0	0.5	1.0	1.3	0.9	0.9	0.5	1.1	0.5	0.4
3130	2.3	1.2	1.0	0.8	0.9	0.9	1.1	1.2	1.1	0.8
3140	0.8	1.1	1.1	0.5	1.6	0.7	1.1	3.6	0.7	0.5
3150	0.9	1.0	0.5	1.0	1.6	0.7	1.9	0.6	0.8	3.4
3160	0.4	3.6	2.7	0.5	0.8	0.6	0.5	1.0	3.0	1.1
3170	1.2	2.1	0.7	0.6	3.6	0.7	1.5	0.8	0.6	0.8
3180	0.9	1.0	0.7	2.4	1.1	1.7	1.7	0.5	0.7	1.4
3190	1.6	0.8	0.9	1.2	0.7	1.2	0.6	0.9	0.7	2.9
3200	1.1	3.2	1.0	0.4	0.5	3.1	1.1	0.6	1.2	1.5
3210	3.4	0.6	0.8	0.8	1.0	0.8	0.9	1.9	0.5	0.3
3220	1.6	0.9	0.5	1.1	1.0	0.6	0.8	0.5	0.6	0.7
3230	3.2	1.0	1.5	0.7	1.4	1.6	1.4	1.1	0.8	1.2
3240	1.1	0.4	0.9	3.4	0.8	0.9	1.3	1.1	0.5	1.7
3250	3.3	2.5	0.9	3.1	0.8	0.6	0.6	0.9	0.6	0.7
3260	0.9	0.8	2.8	1.4	0.6	1.1	0.5	0.9	0.7	3.2
3270	1.9	0.6	1.2	1.2	3.2	0.8	0.6	0.6	3.7	0.4
